"arvore";"dap";"ht";"hi";"dicc";"disc"
213;12,83;14,02;7,71;8,59;8,39
213;12,83;14,02;9,11;7,32;7,12
213;12,83;14,02;10,52;6,11;5,71
213;12,83;14,02;11,92;4,27;4,07
213;12,83;14,02;13,32;2,07;1,87
214;48,64;22,65;0,12;60,61;46,11
214;48,64;22,65;0,23;55,39;54,39
214;48,64;22,65;0,45;53,48;46,48
214;48,64;22,65;0,68;51,22;44,22
214;48,64;22,65;0,91;50,42;43,42
214;48,64;22,65;1,13;49,72;43,22
214;48,64;22,65;2,27;46,63;41,13
214;48,64;22,65;3,4;43,99;39,99
214;48,64;22,65;5,66;40,23;37,83
214;48,64;22,65;7,93;38,87;37,07
214;48,64;22,65;10,19;35,97;34,57
214;48,64;22,65;12,46;35,36;34,76
214;48,64;22,65;14,72;29,79;29,39
214;48,64;22,65;16,99;24,03;23,83
214;48,64;22,65;19,25;10,82;10,62
214;48,64;22,65;21,52;3,69;3,49
215;24,83;19;0,08;35,87;24,27
215;24,83;19;0,19;31,51;20,11
215;24,83;19;0,38;28,87;20,87
215;24,83;19;0,57;26,8;19
215;24,83;19;0,76;26,07;20,07
215;24,83;19;0,95;25,31;19,81
215;24,83;19;1,9;22,92;17,82
215;24,83;19;2,85;21,68;17,58
215;24,83;19;4,75;19,93;17,23
215;24,83;19;6,65;18,49;16,59
215;24,83;19;8,55;17,22;16,52
215;24,83;19;10,45;15,72;15,32
215;24,83;19;12,35;14,23;13,93
215;24,83;19;14,25;11,2;11
215;24,83;19;16,15;5,89;5,69
215;24,83;19;18,05;2,39;2,19
216;30,65;23,9;0,09;43,8;30,8
216;30,65;23,9;0,24;37,56;27,56
216;30,65;23,9;0,48;35,21;27,21
216;30,65;23,9;0,72;32,53;26,53
216;30,65;23,9;0,96;31,83;28,83
216;30,65;23,9;1,2;30,78;27,78
216;30,65;23,9;2,39;28,2;25,2
216;30,65;23,9;3,59;26,23;24,23
216;30,65;23,9;5,97;24,73;23,13
216;30,65;23,9;8,36;21,65;20,65
216;30,65;23,9;10,76;19,99;19,39
216;30,65;23,9;13,15;18,46;18,06
216;30,65;23,9;15,53;17,16;16,76
216;30,65;23,9;17,92;13,05;12,85
216;30,65;23,9;20,32;8,44;8,24
216;30,65;23,9;22,7;2,74;2,54
217;21,45;20,06;0,07;28,01;20,01
217;21,45;20,06;0,2;25,24;19,24
217;21,45;20,06;0,4;24,03;18,13
217;21,45;20,06;0,6;23,75;18,75
217;21,45;20,06;0,8;22,7;18,7
217;21,45;20,06;1;22,6;19
217;21,45;20,06;2,01;19,26;16,76
217;21,45;20,06;3,01;18,4;16,4
217;21,45;20,06;5,03;17,03;15,43
217;21,45;20,06;7,02;16,01;15,01
217;21,45;20,06;9,03;14,42;13,92
217;21,45;20,06;11,03;13,27;12,87
217;21,45;20,06;13,04;11,78;11,48
217;21,45;20,06;15,02;10,15;9,95
217;21,45;20,06;17,05;7,8;7,6
217;21,45;20,06;19,06;3,18;2,98
218;51,88;24,73;0;72,83;58,83
218;51,88;24,73;0,25;63,09;52,59
218;51,88;24,73;0,49;60,86;52,16
218;51,88;24,73;0,74;58,95;50,95
218;51,88;24,73;0,99;53,92;47,92
218;51,88;24,73;1,24;52,14;46,14
218;51,88;24,73;2,47;47,17;42,17
218;51,88;24,73;3,71;47,17;44,77
218;51,88;24,73;6,18;40,04;37,74
218;51,88;24,73;8,66;39,15;37,55
218;51,88;24,73;11,2;35,97;35,37
218;51,88;24,73;13,5;34,63;34,03
218;51,88;24,73;16,07;27,22;26,82
218;51,88;24,73;18,65;23,08;22,88
218;51,88;24,73;21,02;10,82;10,62
218;51,88;24,73;23,49;3,31;3,11
219;13,85;13,4;0,06;21,65;14,95
219;13,85;13,4;0,13;18,18;13,38
219;13,85;13,4;0,27;17,83;13,13
219;13,85;13,4;0,4;17,54;13,74
219;13,85;13,4;0,54;16,42;13,02
219;13,85;13,4;0,67;16,01;13,21
219;13,85;13,4;1,34;13,69;11,19
219;13,85;13,4;2,01;12,8;10,7
219;13,85;13,4;3,35;11,14;10,14
219;13,85;13,4;4,69;10,5;9,7
219;13,85;13,4;6,03;9,71;9,11
219;13,85;13,4;7,37;8,98;8,58
219;13,85;13,4;8,71;7,61;7,41
219;13,85;13,4;10,05;6,94;6,74
219;13,85;13,4;11,39;3,47;3,27
219;13,85;13,4;12,73;1,66;1,46
220;15,85;16,35;0,08;22,38;12,88
220;15,85;16,35;0,16;19,74;12,14
220;15,85;16,35;0,33;19,64;13,44
220;15,85;16,35;0,49;18,3;13,1
220;15,85;16,35;0,65;17,67;13,37
220;15,85;16,35;0,82;17,19;13,29
220;15,85;16,35;1,63;15,22;12,02
220;15,85;16,35;2,45;14,16;11,46
220;15,85;16,35;4,09;12,86;10,96
220;15,85;16,35;5,72;11,59;10,49
220;15,85;16,35;7,36;10,41;9,61
220;15,85;16,35;8,99;9,74;9,14
220;15,85;16,35;10,63;8,88;8,38
220;15,85;16,35;12,24;7,07;6,67
220;15,85;16,35;13,9;5,44;5,24
220;15,85;16,35;15,53;2,23;2,03
221;23,14;16,28;0,07;30,14;22,14
221;23,14;16,28;0,16;27,41;19,41
221;23,14;16,28;0,33;25,5;19,5
221;23,14;16,28;0,49;25,37;19,37
221;23,14;16,28;0,65;24,83;18,83
221;23,14;16,28;0,81;24,29;18,29
221;23,14;16,28;1,63;21,1;17,1
221;23,14;16,28;2,44;20,5;16,7
221;23,14;16,28;4,07;17,16;15,46
221;23,14;16,28;5,7;16,81;16,01
221;23,14;16,28;7,33;15,72;15,12
221;23,14;16,28;8,95;12,86;12,46
221;23,14;16,28;10,58;12,1;11,9
221;23,14;16,28;12,21;8,59;8,39
221;23,14;16,28;13,84;5,54;5,34
221;23,14;16,28;15,47;1,81;1,61
222;25,21;16,28;0,06;34,7;26,4
222;25,21;16,28;0,16;31,35;24,75
222;25,21;16,28;0,33;29,54;24,14
222;25,21;16,28;0,49;28,65;23,85
222;25,21;16,28;0,65;28,14;23,94
222;25,21;16,28;0,81;27,6;23,8
222;25,21;16,28;1,63;24,67;21,27
222;25,21;16,28;2,44;23,36;20,56
222;25,21;16,28;4,07;21,1;19
222;25,21;16,28;5,7;20,05;18,65
222;25,21;16,28;7,33;18,18;16,98
222;25,21;16,28;8,95;16,84;16,14
222;25,21;16,28;10,58;14,2;13,6
222;25,21;16,28;12,21;11,08;10,68
222;25,21;16,28;13,84;6,94;6,74
222;25,21;16,28;15,47;2,71;2,51
223;35,17;18,31;0,12;42,49;32,49
223;35,17;18,31;0,18;38,61;28,61
223;35,17;18,31;0,37;38,2;28,6
223;35,17;18,31;0,55;37,56;28,56
223;35,17;18,31;0,73;36,64;27,64
223;35,17;18,31;0,92;36,54;28,04
223;35,17;18,31;1,83;31,7;25,7
223;35,17;18,31;2,75;30,43;26,43
223;35,17;18,31;4,58;26,64;24,64
223;35,17;18,31;6,41;24,99;23,99
223;35,17;18,31;8,24;22,92;22,12
223;35,17;18,31;10,07;21,26;20,66
223;35,17;18,31;11,95;18,88;18,28
223;35,17;18,31;13,73;15,28;14,88
223;35,17;18,31;15,56;9,61;9,41
223;35,17;18,31;17,39;3,34;3,14
224;43,07;19,23;0,18;62,23;48,23
224;43,07;19,23;0,19;53,51;43,51
224;43,07;19,23;0,38;47,84;39,84
224;43,07;19,23;0,58;46,47;38,47
224;43,07;19,23;0,77;45,45;39,45
224;43,07;19,23;0,96;43,61;37,61
224;43,07;19,23;1,92;40,43;35,23
224;43,07;19,23;2,88;39,5;35,5
224;43,07;19,23;4,77;35,4;32,4
224;43,07;19,23;6,8;32,28;30,48
224;43,07;19,23;8,65;29,95;28,35
224;43,07;19,23;10,58;26,8;25,6
224;43,07;19,23;12,5;20,34;19,74
224;43,07;19,23;14,42;13,69;13,29
224;43,07;19,23;16,4;7,96;7,76
224;43,07;19,23;18,27;2,48;2,28
225;38,36;17,27;0,07;46,79;34,79
225;38,36;17,27;0,17;42,69;33,99
225;38,36;17,27;0,35;41,44;32,84
225;38,36;17,27;0,52;40,01;32,51
225;38,36;17,27;0,69;39,53;33,73
225;38,36;17,27;0,86;38,87;33,27
225;38,36;17,27;1,73;37,66;32,46
225;38,36;17,27;2,59;36,13;31,53
225;38,36;17,27;4,32;33,2;28,7
225;38,36;17,27;6,04;31,54;28,54
225;38,36;17,27;7,88;30,3;28
225;38,36;17,27;9,5;26,13;23,83
225;38,36;17,27;11,28;23,62;21,82
225;38,36;17,27;13;17,28;16,28
225;38,36;17,27;14,68;10,09;9,69
225;38,36;17,27;16,41;3,34;3,14
226;28,01;15,8;0,02;36,32;25,22
226;28,01;15,8;0,16;34;24
226;28,01;15,8;0,32;32,88;22,88
226;28,01;15,8;0,47;31,58;21,58
226;28,01;15,8;0,63;30,88;21,78
226;28,01;15,8;0,79;29,73;20,83
226;28,01;15,8;1,58;27,44;20,34
226;28,01;15,8;2,37;24,83;20,23
226;28,01;15,8;3,95;23,3;19,5
226;28,01;15,8;5,53;21,77;19,47
226;28,01;15,8;7,15;20,5;18,7
226;28,01;15,8;8,69;18,94;17,64
226;28,01;15,8;10,27;17,06;15,86
226;28,01;15,8;11,81;13,31;12,61
226;28,01;15,8;13,43;8,75;8,25
226;28,01;15,8;14,49;4,46;4,26
227;21,55;13,06;0,04;29,92;22,72
227;21,55;13,06;0,13;26,67;22,27
227;21,55;13,06;0,26;25,31;21,41
227;21,55;13,06;0,39;24,57;20,97
227;21,55;13,06;0,52;24,51;21,11
227;21,55;13,06;0,65;23,3;19,9
227;21,55;13,06;1,31;21,42;19,22
227;21,55;13,06;1,96;19,74;17,94
227;21,55;13,06;3,27;18,59;17,09
227;21,55;13,06;4,57;17,25;16,15
227;21,55;13,06;5,88;15,82;14,72
227;21,55;13,06;7,18;15,02;14,32
227;21,55;13,06;8,49;12,67;12,17
227;21,55;13,06;9,78;9,58;9,38
227;21,55;13,06;11,1;5,76;5,56
227;21,55;13,06;12,41;1,56;1,56
228;31,74;16,87;0,04;42,14;35,54
228;31,74;16,87;0,17;36,19;30,19
228;31,74;16,87;0,34;34,95;28,95
228;31,74;16,87;0,51;34,22;28,32
228;31,74;16,87;0,67;33,45;27,95
228;31,74;16,87;0,84;31,96;27,26
228;31,74;16,87;1,69;30,14;25,94
228;31,74;16,87;2,53;27,82;24,42
228;31,74;16,87;4,22;25,43;22,43
228;31,74;16,87;5,9;23,78;21,48
228;31,74;16,87;7,59;21,77;20,27
228;31,74;16,87;9,31;20,37;18,97
228;31,74;16,87;10,97;17,89;16,99
228;31,74;16,87;12,65;13,24;12,74
228;31,74;16,87;14,34;7,67;7,37
228;31,74;16,87;16,03;2,96;2,76
229;17,67;15,46;0,07;28,58;16,88
229;17,67;15,46;0,15;24,64;17,54
229;17,67;15,46;0,31;22,31;15,21
229;17,67;15,46;0,46;20,56;14,86
229;17,67;15,46;0,62;19,64;13,94
229;17,67;15,46;0,77;19,35;14,15
229;17,67;15,46;1,55;16,65;13,35
229;17,67;15,46;2,32;15,98;13,98
229;17,67;15,46;3,87;13,91;12,61
229;17,67;15,46;5,41;13,24;12,64
229;17,67;15,46;6,96;11,62;11,12
229;17,67;15,46;8,5;10,79;10,39
229;17,67;15,46;10,05;8,44;8,24
229;17,67;15,46;11,6;7,04;6,84
229;17,67;15,46;13,14;5,35;5,35
229;17,67;15,46;14,69;1,75;1,75
230;11,36;7,38;0,05;16,07;12,17
230;11,36;7,38;0,07;15,31;11,61
230;11,36;7,38;0,15;14,8;11,2
230;11,36;7,38;0,22;14,61;11,01
230;11,36;7,38;0,3;14,1;10,9
230;11,36;7,38;0,37;13,53;10,63
230;11,36;7,38;0,74;12,73;10,03
230;11,36;7,38;1,11;11,84;9,44
230;11,36;7,38;1,85;10,85;9,35
230;11,36;7,38;2,58;9,17;8,37
230;11,36;7,38;3,35;8,02;7,62
230;11,36;7,38;4,06;6,56;6,36
230;11,36;7,38;4,8;5,22;5,02
230;11,36;7,38;5,53;4,11;4,11
230;11,36;7,38;6,27;2,61;2,61
230;11,36;7,38;7,01;1,24;1,24
231;44,37;20,06;0,03;58,89;47,99
231;44,37;20,06;0,2;51,66;41,36
231;44,37;20,06;0,4;50,23;40,53
231;44,37;20,06;0,6;48,86;41,06
231;44,37;20,06;0,8;47,75;39,95
231;44,37;20,06;1;46;39,2
231;44,37;20,06;2,01;42,14;36,04
231;44,37;20,06;3,01;41,6;37,6
231;44,37;20,06;5,01;39,06;35,56
231;44,37;20,06;7,1;35,94;33,64
231;44,37;20,06;9,03;32,47;30,77
231;44,37;20,06;11,03;28,17;26,67
231;44,37;20,06;13,07;23,62;22,52
231;44,37;20,06;14,94;15,76;15,26
231;44,37;20,06;17,05;5,83;5,43
231;44,37;20,06;19,06;2,01;1,81
232;15,76;13,9;0,06;22,25;16,35
232;15,76;13,9;0,14;20,18;15,48
232;15,76;13,9;0,28;19,03;14,63
232;15,76;13,9;0,42;18,46;14,76
232;15,76;13,9;0,56;18,11;15,31
232;15,76;13,9;0,69;17,25;14,95
232;15,76;13,9;1,39;15,5;13,6
232;15,76;13,9;2,09;14,71;13,51
232;15,76;13,9;3,47;13,72;12,92
232;15,76;13,9;4,86;12,73;12,13
232;15,76;13,9;6,26;12,16;11,76
232;15,76;13,9;7,64;11,36;10,96
232;15,76;13,9;9,03;10,19;9,99
232;15,76;13,9;10,43;7,45;7,25
232;15,76;13,9;11,81;4,71;4,51
232;15,76;13,9;13,2;2,17;1,97
233;21,84;14,64;0,1;30,88;16,38
233;21,84;14,64;0,15;28,71;16,71
233;21,84;14,64;0,29;28,33;18,33
233;21,84;14,64;0,44;26,83;19,83
233;21,84;14,64;0,59;25,53;19,13
233;21,84;14,64;0,73;23,71;18,71
233;21,84;14,64;1,46;19,39;17,39
233;21,84;14,64;2,2;18,46;16,46
233;21,84;14,64;3,66;16,27;14,27
233;21,84;14,64;5,15;15,28;14,28
233;21,84;14,64;6,59;12,92;12,32
233;21,84;14,64;8,1;11,33;10,93
233;21,84;14,64;9,52;10,28;10,08
233;21,84;14,64;10,98;8,12;7,92
233;21,84;14,64;12,44;4,65;4,45
233;21,84;14,64;13,91;2,07;1,87
234;27,06;17,58;0,04;35,62;26,62
234;27,06;17,58;0,18;31,83;25,33
234;27,06;17,58;0,35;30,14;24,34
234;27,06;17,58;0,53;27,63;23,63
234;27,06;17,58;0,7;27,37;24,27
234;27,06;17,58;0,88;27,12;24,32
234;27,06;17,58;1,76;24,73;22,83
234;27,06;17,58;2,64;23,36;21,66
234;27,06;17,58;4,39;23,36;22,36
234;27,06;17,58;6,15;21,07;20,27
234;27,06;17,58;7,91;19,74;19,24
234;27,06;17,58;9,67;18,94;18,54
234;27,06;17,58;11,4;15,76;15,36
234;27,06;17,58;13,19;12,32;12,12
234;27,06;17,58;14,94;7,13;6,93
234;27,06;17,58;16,7;2,17;1,97
235;33,1;15,9;0,11;42,97;34,47
235;33,1;15,9;0,16;38,67;32,67
235;33,1;15,9;0,32;37,47;33,67
235;33,1;15,9;0,48;36,92;33,92
235;33,1;15,9;0,64;36,03;34,03
235;33,1;15,9;0,8;34,95;32,95
235;33,1;15,9;1,59;32,24;30,34
235;33,1;15,9;2,38;31;29,8
235;33,1;15,9;3,97;28,65;28,05
235;33,1;15,9;5,57;27,15;26,75
235;33,1;15,9;7,16;25,43;25,03
235;33,1;15,9;8,74;22,09;21,69
235;33,1;15,9;10,34;20,12;19,82
235;33,1;15,9;11,93;14,16;13,96
235;33,1;15,9;13,52;7,96;7,76
235;33,1;15,9;15,1;2,1;1,9
236;36,73;20,31;0,13;49,75;40,85
236;36,73;20,31;0,2;41;33,3
236;36,73;20,31;0,41;39,92;33,22
236;36,73;20,31;0,61;38,01;32,61
236;36,73;20,31;0,81;37,37;31,77
236;36,73;20,31;1,02;37,24;32,94
236;36,73;20,31;2,03;35,81;32,01
236;36,73;20,31;3,05;33,74;30,24
236;36,73;20,31;5,08;32,02;29,82
236;36,73;20,31;7,11;30,37;28,37
236;36,73;20,31;9,14;29,22;27,92
236;36,73;20,31;11,27;24,29;23,39
236;36,73;20,31;13,2;17,19;16,49
236;36,73;20,31;15,23;12,35;11,95
236;36,73;20,31;17,3;7,48;7,28
236;36,73;20,31;19,29;2,52;2,32
237;41,06;15,95;0,06;50,29;37,29
237;41,06;15,95;0,16;45,96;36,96
237;41,06;15,95;0,32;45,07;38,07
237;41,06;15,95;0,48;43,99;37,99
237;41,06;15,95;0,64;42,81;36,81
237;41,06;15,95;0,8;42,21;36,21
237;41,06;15,95;1,6;39,79;34,29
237;41,06;15,95;2,39;37,24;33,64
237;41,06;15,95;3,99;35,4;32,6
237;41,06;15,95;5,58;34,06;33,06
237;41,06;15,95;7,18;31,83;31,03
237;41,06;15,95;8,77;25,88;25,48
237;41,06;15,95;10,37;24,92;24,52
237;41,06;15,95;11,96;16,3;16,1
237;41,06;15,95;13,56;10,06;9,86
237;41,06;15,95;15,15;3,5;3,3
238;12,76;11,51;0,05;20,94;12,94
238;12,76;11,51;0,12;19,48;12,48
238;12,76;11,51;0,23;19,32;13,92
238;12,76;11,51;0,35;16,87;12,87
238;12,76;11,51;0,46;15,47;12,37
238;12,76;11,51;0,58;14,87;12,57
238;12,76;11,51;1,15;13,05;11,05
238;12,76;11,51;1,73;12,06;10,96
238;12,76;11,51;2,88;10,82;9,92
238;12,76;11,51;4,03;10,25;9,85
238;12,76;11,51;5,18;9,68;9,28
238;12,76;11,51;6,33;8,59;8,39
238;12,76;11,51;7,48;7,96;7,76
238;12,76;11,51;8,63;6,18;5,98
238;12,76;11,51;9,78;3,44;3,24
238;12,76;11,51;10,93;1,43;1,23
239;39,31;18,55;0,1;49,02;42,72
239;39,31;18,55;0,19;43,54;37,94
239;39,31;18,55;0,37;43,23;37,73
239;39,31;18,55;0,56;41,99;36,79
239;39,31;18,55;0,74;41,73;37,23
239;39,31;18,55;0,93;40,52;37,32
239;39,31;18,55;1,86;37,94;35,24
239;39,31;18,55;2,78;36,22;33,62
239;39,31;18,55;4,64;34,85;32,95
239;39,31;18,55;6,49;31,48;29,98
239;39,31;18,55;8,35;28,71;27,51
239;39,31;18,55;10,2;25,02;23,92
239;39,31;18,55;11,91;19,58;18,88
239;39,31;18,55;13,94;16,97;16,57
239;39,31;18,55;15,77;9,42;9,22
239;39,31;18,55;17,62;2,29;2,09
240;49,43;20,5;0,09;60,99;47,29
240;49,43;20,5;0,2;56,34;45,84
240;49,43;20,5;0,41;54,37;46,07
240;49,43;20,5;0,62;52,71;46,11
240;49,43;20,5;0,82;51,57;45,57
240;49,43;20,5;1,02;49,69;43,69
240;49,43;20,5;2,05;45,3;41,2
240;49,43;20,5;3,08;43,99;40,19
240;49,43;20,5;5,13;41,6;38,3
240;49,43;20,5;7,1;39,47;37,37
240;49,43;20,5;9,14;36,32;34,72
240;49,43;20,5;11,27;32,69;31,59
240;49,43;20,5;13,32;28,46;27,66
240;49,43;20,5;15,38;14,71;14,31
240;49,43;20,5;17,44;8,31;8,11
240;49,43;20,5;19,79;2,29;2,09
241;50,29;22,12;0,12;66,62;51,02
241;50,29;22,12;0,22;57,77;48,57
241;50,29;22,12;0,44;55,04;46,04
241;50,29;22,12;0,66;52,84;45,74
241;50,29;22,12;0,88;51,31;44,31
241;50,29;22,12;1,11;50,29;43,89
241;50,29;22,12;2,21;48,73;42,83
241;50,29;22,12;3,34;47,08;41,68
241;50,29;22,12;5,62;43,93;39,33
241;50,29;22,12;7,74;39,66;36,66
241;50,29;22,12;9,95;35,81;33,11
241;50,29;22,12;12,17;31,39;29,19
241;50,29;22,12;14,38;24,96;23,16
241;50,29;22,12;16,59;17,79;16,59
241;50,29;22,12;18,8;10,7;10,1
241;50,29;22,12;21,01;2,23;2,03
242;44,09;17,38;0,09;59,52;46,02
242;44,09;17,38;0,17;51,98;39,58
242;44,09;17,38;0,35;51,88;40,68
242;44,09;17,38;0,52;49,66;39,56
242;44,09;17,38;0,7;47,11;38,21
242;44,09;17,38;0,87;46,06;37,66
242;44,09;17,38;1,74;42,88;35,08
242;44,09;17,38;2,61;40,9;35,7
242;44,09;17,38;4,34;35,05;30,95
242;44,09;17,38;6,08;33,14;30,74
242;44,09;17,38;7,82;32,85;30,85
242;44,09;17,38;9,5;29,32;27,82
242;44,09;17,38;11,3;24,99;24,29
242;44,09;17,38;13,03;14,1;13,7
242;44,09;17,38;14,8;7,48;7,08
242;44,09;17,38;16,51;2,42;2,22
